# Initial mass = 1.000, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.651, Mass expelled =   0.3490
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i) 
 pr  59   0.091750 -0.668250  0.002888  1.16168E-10  6.45151E-13  4.74663E-10
 nd  60   0.757280 -0.692720 -0.021581  5.50512E-10  5.81468E-12  2.24939E-09
 sm  62   0.140716 -0.799284 -0.128146  1.38755E-10 -9.59843E-13  5.66953E-10
 eu  63  -0.171434 -0.681434 -0.010296  6.83450E-11 -8.21801E-12  2.79258E-10
 gd  64   0.377482 -0.672518 -0.001379  2.50308E-10 -8.69815E-12  1.02276E-09
 tb  65  -0.358711 -0.678711 -0.007573  4.64389E-11 -4.36420E-12  1.89749E-10
 dy  66   0.457191 -0.672809 -0.001670  3.10774E-10 -9.72777E-12  1.26982E-09
 ho  67  -0.208399 -0.678399 -0.007261  6.81244E-11 -6.19421E-12  2.78356E-10
 er  68   0.241361 -0.678639 -0.007501  1.94604E-10 -3.99397E-12  7.95151E-10
 tm  69  -0.556070 -0.676070 -0.004932  3.13362E-11 -2.14941E-12  1.28040E-10
 yb  70   0.194121 -0.725879 -0.054740  1.80580E-10  6.74805E-12  7.37848E-10
 lu  71  -0.580225 -0.670225  0.000913  3.06995E-11 -4.00485E-13  1.25438E-10
 hf  72   0.047878 -0.662122  0.009017  1.33013E-10  9.21740E-12  5.43490E-10
 ta  73  -0.787599 -0.667599  0.003540  1.96950E-11  2.39600E-13  8.04737E-11
  w  74  -0.012527 -0.662526  0.008612  1.19210E-10  7.60692E-12  4.87094E-10
 re  75  -0.415784 -0.675784 -0.004646  4.77104E-11 -3.14108E-12  1.94945E-10
 os  76   0.676052 -0.673948 -0.002810  6.02187E-10 -2.86224E-11  2.46054E-09
 ir  77   0.640218 -0.679782 -0.008644  5.60287E-10 -5.84219E-11  2.28933E-09
 pt  78   0.915652 -0.704348 -0.033209  1.07216E-09 -3.20792E-11  4.38086E-09
 au  79   0.124417 -0.675583 -0.004444  1.75070E-10 -1.11970E-11  7.15335E-10
 hg  80   0.482648 -0.687352 -0.016214  4.06779E-10  4.94033E-11  1.66210E-09
 tl  81   0.123207 -0.646793  0.024345  1.81156E-10  3.66384E-11  7.40204E-10
 pb  82   1.378242 -0.661758  0.009380  3.30394E-09  2.18472E-10  1.34999E-08
 bi  83  -0.015716 -0.665716  0.005423  1.34521E-10  3.93674E-12  5.49653E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.2400   0.1057   0.0130  -0.0927  -0.0036
# Initial mass = 5.500, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.947, Mass expelled =   4.5530
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.63425E-01 -4.08493E-01  3.02058E+00
 he   2  11.104973  0.174973  0.839441  3.35498E-01  3.88470E-01  1.52752E+00
  c   6   7.777389 -0.692611 -0.028143  4.73479E-04 -1.53277E-04  2.15575E-03
  n   7   8.666707  0.796707  1.461175  4.27941E-03  1.88077E-02  1.94841E-02
  o   8   7.831075 -0.898924 -0.234456  7.13674E-04 -2.27237E-03  3.24936E-03
  f   9   3.376773 -1.083227 -0.418759  2.97723E-08 -2.21356E-07  1.35553E-07
 ne  10   7.385890 -0.584110  0.080358  3.22955E-04  2.43610E-04  1.47042E-03
 na  11   5.915087 -0.394913  0.269555  1.24439E-05  2.60793E-05  5.66572E-05
 mg  12   6.994053 -0.645947  0.018522  1.57790E-04  2.73078E-05  7.18420E-04
 al  13   5.948636 -0.521364  0.143105  1.57776E-05  1.99636E-05  7.18356E-05
 si  14   6.896881 -0.653119  0.011349  1.45782E-04  1.45877E-05  6.63744E-04
  p  15   4.831932 -0.638068  0.026400  1.38440E-06  3.48512E-07  6.30316E-06
  s  16   6.496034 -0.663966  0.000502  6.61297E-05 -8.29110E-07  3.01089E-04
 cl  17   4.581100 -0.648900  0.015568  8.89374E-07  1.27306E-07  4.04932E-06
 ar  18   5.775705 -0.664295  0.000174  1.56867E-05 -2.49776E-07  7.14216E-05
  k  19   4.422888 -0.657112  0.007357  6.81357E-07  4.42146E-08  3.10222E-06
 ca  20   5.625058 -0.664942 -0.000474  1.11249E-05 -2.52021E-07  5.06516E-05
 sc  21   2.444562 -0.605438  0.059030  8.23534E-09  4.63728E-09  3.74955E-08
 ti  22   4.247581 -0.662419  0.002049  5.57120E-07  2.05728E-09  2.53657E-06
  v  23   3.291943 -0.668057 -0.003589  6.56674E-08 -2.90410E-09  2.98984E-07
 cr  24   4.956996 -0.683004 -0.018536  3.09954E-06 -3.06145E-08  1.41122E-05
 mn  25   4.818380 -0.661620  0.002848  2.38004E-06  2.85581E-08  1.08363E-05
 fe  26   6.875532 -0.664468  0.000000  2.75961E-04 -4.91389E-06  1.25645E-03
 co  27   4.378712 -0.491288  0.173181  9.27690E-07  1.37791E-06  4.22377E-06
 ni  28   5.558046 -0.641953  0.022515  1.39625E-05  2.97508E-06  6.35714E-05
 cu  29   3.814034 -0.435966  0.228503  2.72556E-07  5.04831E-07  1.24095E-06
 zn  30   4.007555 -0.622445  0.042023  4.38051E-07  1.76841E-07  1.99445E-06
 ga  31   2.574121 -0.505878  0.158590  1.72119E-08  2.37607E-08  7.83658E-08
 ge  32   3.018004 -0.561996  0.102473  4.98324E-08  6.06767E-08  2.26887E-07
 as  33   1.706972 -0.593028  0.071440  2.51139E-09  1.69647E-09  1.14343E-08
 se  34   2.773896 -0.566104  0.098365  3.08770E-08  3.88791E-08  1.40583E-07
 br  35   1.985229 -0.554770  0.109698  5.08312E-09  5.09525E-09  2.31435E-08
 kr  36   2.724346 -0.525654  0.138814  2.92356E-08  3.63892E-08  1.33110E-07
 rb  37   1.923997 -0.436003  0.228465  4.72208E-09  8.74485E-09  2.14996E-08
 sr  38   2.306682 -0.573318  0.091150  1.16847E-08  1.01449E-08  5.32004E-08
  y  39   1.579328 -0.590672  0.073796  2.22122E-09  1.54662E-09  1.01132E-08
 zr  40   1.912171 -0.617829  0.046640  4.90471E-09  2.19540E-09  2.23311E-08
 nb  41   0.780333 -0.629667  0.034801  3.68730E-10  1.23183E-10  1.67883E-09
 mo  42   1.192317 -0.747683 -0.083215  9.83215E-10  3.58693E-10  4.47658E-09
 ru  44   0.980814 -0.779186 -0.114718  6.36456E-10  9.53666E-11  2.89778E-09
 rh  45   0.392068 -0.667932 -0.003464  1.67048E-10 -9.09051E-12  7.60569E-10
 pd  46   0.937930 -0.712070 -0.047602  6.07135E-10  6.22162E-11  2.76429E-09
 ag  47   0.533711 -0.666289 -0.001820  2.42626E-10 -8.97749E-12  1.10467E-09
 cd  48   1.016639 -0.693361 -0.028893  7.68740E-10  7.28295E-11  3.50007E-09
 in  49   0.077322 -0.682678 -0.018210  9.02950E-11 -8.19067E-13  4.11113E-10
 sn  50   1.353230 -0.716770 -0.052302  1.76217E-09  1.54331E-10  8.02318E-09
 sb  51   0.104486 -0.905514 -0.241046  1.01935E-10 -2.24210E-13  4.64110E-10
 te  52   1.054810 -1.125190 -0.460722  9.52778E-10  4.92051E-11  4.33800E-09
  i  53   0.876751 -0.673249 -0.008781  6.28866E-10 -6.98750E-11  2.86323E-09
 xe  54   1.542203 -0.697797 -0.033329  3.01146E-09  6.48122E-11  1.37112E-08
 cs  55   0.413113 -0.666887 -0.002419  2.26457E-10 -9.81726E-12  1.03106E-09
 ba  56   1.530090 -0.649910  0.014559  3.06323E-09  4.35035E-10  1.39469E-08
 la  57   0.511811 -0.658189  0.006280  2.97074E-10  1.54050E-11  1.35258E-09
 ce  58   0.919981 -0.660019  0.004449  7.67009E-10  3.72289E-11  3.49219E-09
 pr  59   0.096501 -0.663499  0.000970  1.15816E-10 -8.83460E-13  5.27311E-10
 nd  60   0.762856 -0.687144 -0.022675  5.49888E-10  3.63820E-12  2.50364E-09
 sm  62   0.146954 -0.793046 -0.128578  1.38809E-10 -8.24063E-13  6.31998E-10
 eu  63  -0.168814 -0.678814 -0.014345  6.78047E-11 -1.16172E-11  3.08715E-10
 gd  64   0.385298 -0.664702 -0.000234  2.51316E-10 -5.10081E-12  1.14424E-09
 tb  65  -0.354788 -0.674788 -0.010320  4.62101E-11 -5.90483E-12  2.10394E-10
 dy  66   0.464945 -0.665055 -0.000587  3.11982E-10 -5.33917E-12  1.42046E-09
 ho  67  -0.204327 -0.674327 -0.009858  6.78119E-11 -8.32462E-12  3.08748E-10
 er  68   0.249257 -0.670743 -0.006275  1.95424E-10 -7.13374E-13  8.89768E-10
 tm  69  -0.551263 -0.671263 -0.006795  3.12454E-11 -2.80859E-12  1.42260E-10
 yb  70   0.200492 -0.719508 -0.055040  1.80705E-10  8.09208E-12  8.22751E-10
 lu  71  -0.575632 -0.665632 -0.001164  3.05954E-11 -9.20458E-13  1.39301E-10
 hf  72   0.052515 -0.657485  0.006983  1.32575E-10  8.27755E-12  6.03613E-10
 ta  73  -0.784989 -0.664989 -0.000521  1.95387E-11 -4.44388E-13  8.89599E-11
  w  74  -0.008365 -0.658365  0.006104  1.18688E-10  6.09879E-12  5.40388E-10
 re  75  -0.412561 -0.672561 -0.008093  4.73988E-11 -4.91857E-12  2.15807E-10
 os  76   0.682405 -0.667595 -0.003126  6.02583E-10 -3.00935E-11  2.74356E-09
 ir  77   0.644114 -0.675887 -0.011418  5.57490E-10 -7.78295E-11  2.53825E-09
 pt  78   0.925251 -0.694749 -0.030281  1.08091E-09  4.09806E-12  4.92140E-09
 au  79   0.130491 -0.669509 -0.005040  1.75072E-10 -1.24653E-11  7.97104E-10
 hg  80   0.488028 -0.681972 -0.017504  4.06134E-10  5.21143E-11  1.84913E-09
 tl  81   0.124118 -0.645882  0.018586  1.79017E-10  3.10885E-11  8.15066E-10
 pb  82   1.382452 -0.657548  0.006920  3.28984E-09  1.79218E-10  1.49786E-08
 bi  83  -0.010597 -0.660597  0.003871  1.34227E-10  3.04795E-12  6.11135E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.1818   0.0705   0.0084  -0.0621  -0.0015
# Initial mass = 6.000, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.987, Mass expelled =   5.0130
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.56923E-01 -4.82358E-01  3.29316E+00
 he   2  11.118997  0.188996  0.848702  3.43112E-01  4.65886E-01  1.72002E+00
  c   6   7.618643 -0.851357 -0.191652  3.25294E-04 -9.11612E-04  1.63070E-03
  n   7   8.577551  0.707551  1.367257  3.45105E-03  1.65554E-02  1.73001E-02
  o   8   7.741028 -0.988971 -0.329266  5.74349E-04 -3.20039E-03  2.87921E-03
  f   9   2.981546 -1.478454 -0.818748  1.18661E-08 -3.33484E-07  5.94849E-08
 ne  10   7.357808 -0.612192  0.047514  2.99767E-04  1.51979E-04  1.50273E-03
 na  11   5.761277 -0.548723  0.110982  8.64709E-06  9.68052E-06  4.33479E-05
 mg  12   6.984965 -0.655035  0.004671  1.53008E-04  6.09452E-06  7.67031E-04
 al  13   6.003699 -0.466301  0.193405  1.77349E-05  3.17921E-05  8.89048E-05
 si  14   6.899180 -0.650820  0.008886  1.45119E-04  1.27404E-05  7.27482E-04
  p  15   4.829461 -0.640539  0.019166  1.36305E-06  2.76718E-07  6.83298E-06
  s  16   6.500665 -0.659335  0.000371  6.61836E-05 -6.42758E-07  3.31778E-04
 cl  17   4.583190 -0.646810  0.012896  8.84908E-07  1.17776E-07  4.43604E-06
 ar  18   5.780375 -0.659625  0.000081  1.57009E-05 -2.03865E-07  7.87087E-05
  k  19   4.426106 -0.653893  0.005812  6.79697E-07  4.03613E-08  3.40732E-06
 ca  20   5.629950 -0.660050 -0.000344  1.11406E-05 -1.98459E-07  5.58481E-05
 sc  21   2.433599 -0.616400  0.043305  7.95137E-09  3.68225E-09  3.98602E-08
 ti  22   4.251765 -0.658235  0.001471  5.57001E-07  1.66733E-09  2.79224E-06
  v  23   3.296763 -0.663237 -0.003531  6.57497E-08 -2.78493E-09  3.29603E-07
 cr  24   4.961563 -0.678437 -0.018731  3.10161E-06 -2.33358E-08  1.55484E-05
 mn  25   4.824508 -0.655492  0.004213  2.39020E-06  8.23875E-08  1.19821E-05
 fe  26   6.880294 -0.659706  0.000000  2.76270E-04 -3.86382E-06  1.38494E-03
 co  27   4.337161 -0.532839  0.126867  8.34784E-07  1.05139E-06  4.18477E-06
 ni  28   5.556197 -0.643803  0.015903  1.37669E-05  2.29516E-06  6.90137E-05
 cu  29   3.766353 -0.483647  0.176058  2.41822E-07  4.01766E-07  1.21225E-06
 zn  30   4.000937 -0.629063  0.030643  4.27198E-07  1.40300E-07  2.14154E-06
 ga  31   2.540818 -0.539182  0.120524  1.57852E-08  1.90090E-08  7.91310E-08
 ge  32   2.989192 -0.590808  0.068898  4.61766E-08  4.84805E-08  2.31483E-07
 as  33   1.691724 -0.608276  0.051430  2.40098E-09  1.31439E-09  1.20361E-08
 se  34   2.745096 -0.594904  0.064802  2.86127E-08  3.14561E-08  1.43435E-07
 br  35   1.962464 -0.577536  0.082170  4.77626E-09  4.07171E-09  2.39434E-08
 kr  36   2.699327 -0.550673  0.109032  2.73284E-08  3.05051E-08  1.36997E-07
 rb  37   1.883882 -0.476118  0.183587  4.26324E-09  7.32820E-09  2.13716E-08
 sr  38   2.290801 -0.589199  0.070507  1.11547E-08  8.51319E-09  5.59186E-08
  y  39   1.567091 -0.602909  0.056797  2.13834E-09  1.28742E-09  1.07195E-08
 zr  40   1.905684 -0.624316  0.035389  4.78462E-09  1.81521E-09  2.39853E-08
 nb  41   0.775100 -0.634900  0.024805  3.60743E-10  9.55899E-11  1.80841E-09
 mo  42   1.188291 -0.751709 -0.092004  9.64595E-10  3.01589E-10  4.83551E-09
 ru  44   0.981162 -0.778838 -0.119132  6.30724E-10  7.62672E-11  3.16182E-09
 rh  45   0.394823 -0.665177 -0.005471  1.66463E-10 -1.29401E-11  8.34480E-10
 pd  46   0.940572 -0.709428 -0.049723  6.04852E-10  5.70595E-11  3.03212E-09
 ag  47   0.537281 -0.662719 -0.003013  2.42230E-10 -1.18661E-11  1.21430E-09
 cd  48   1.020027 -0.689973 -0.030267  7.67168E-10  7.23102E-11  3.84582E-09
 in  49   0.080475 -0.679525 -0.019819  9.00616E-11 -2.07215E-12  4.51479E-10
 sn  50   1.355487 -0.714513 -0.054807  1.75400E-09  1.28934E-10  8.79279E-09
 sb  51   0.107565 -0.902435 -0.242729  1.01654E-10 -1.65518E-12  5.09591E-10
 te  52   1.057427 -1.122573 -0.462867  9.49144E-10  3.59610E-11  4.75806E-09
  i  53   0.879939 -0.670061 -0.010355  6.27290E-10 -8.48335E-11  3.14461E-09
 xe  54   1.546592 -0.693408 -0.033703  3.01223E-09  7.52394E-11  1.51003E-08
 cs  55   0.416671 -0.663329 -0.003624  2.26082E-10 -1.26876E-11  1.13335E-09
 ba  56   1.530478 -0.649522  0.010184  3.03592E-09  3.42077E-10  1.52190E-08
 la  57   0.514532 -0.655468  0.004238  2.96011E-10  1.16342E-11  1.48390E-09
 ce  58   0.922789 -0.657211  0.002494  7.64419E-10  2.80038E-11  3.83203E-09
 pr  59   0.100128 -0.659872 -0.000166  1.15643E-10 -1.84114E-12  5.79718E-10
 nd  60   0.767024 -0.682976 -0.023270  5.49748E-10  3.30402E-12  2.75589E-09
 sm  62   0.151620 -0.788380 -0.128674  1.38934E-10 -2.82885E-13  6.96474E-10
 eu  63  -0.167008 -0.677008 -0.017303  6.74198E-11 -1.47205E-11  3.37975E-10
 gd  64   0.391286 -0.658714  0.000992  2.52308E-10 -6.42930E-13  1.26482E-09
 tb  65  -0.351938 -0.671938 -0.012233  4.60584E-11 -7.26179E-12  2.30891E-10
 dy  66   0.470866 -0.659134  0.000572  3.13166E-10  5.49560E-14  1.56990E-09
 ho  67  -0.201385 -0.671386 -0.011680  6.76036E-11 -1.02102E-11  3.38897E-10
 er  68   0.255261 -0.664739 -0.005033  1.96203E-10  3.11828E-12  9.83567E-10
 tm  69  -0.547705 -0.667705 -0.007999  3.11937E-11 -3.35150E-12  1.56374E-10
 yb  70   0.205111 -0.714889 -0.055184  1.80847E-10  9.62119E-12  9.06587E-10
 lu  71  -0.572495 -0.662495 -0.002789  3.05152E-11 -1.41538E-12  1.52973E-10
 hf  72   0.055623 -0.654377  0.005329  1.32219E-10  7.32758E-12  6.62811E-10
 ta  73  -0.783565 -0.663565 -0.003859  1.94108E-11 -1.13073E-12  9.73063E-11
  w  74  -0.005713 -0.655713  0.003992  1.18245E-10  4.49052E-12  5.92760E-10
 re  75  -0.410473 -0.670473 -0.010767  4.71605E-11 -6.61021E-12  2.36416E-10
 os  76   0.687116 -0.662884 -0.003179  6.03184E-10 -3.01201E-11  3.02376E-09
 ir  77   0.646894 -0.673106 -0.013400  5.55573E-10 -9.53078E-11  2.78509E-09
 pt  78   0.932625 -0.687375 -0.027670  1.08865E-09  4.32783E-11  5.45739E-09
 au  79   0.134965 -0.665035 -0.005329  1.75151E-10 -1.33285E-11  8.78034E-10
 hg  80   0.491032 -0.678968 -0.019263  4.04945E-10  5.14191E-11  2.02999E-09
 tl  81   0.123065 -0.646935  0.012771  1.76833E-10  2.32807E-11  8.86466E-10
 pb  82   1.385166 -0.654834  0.004872  3.27802E-09  1.38083E-10  1.64327E-08
 bi  83  -0.006968 -0.656968  0.002737  1.34027E-10  2.35229E-12  6.71876E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.1482   0.0542   0.0056  -0.0486  -0.0008
# Initial mass = 6.500, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 1.028, Mass expelled =   5.4720
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.52793E-01 -5.49125E-01  3.57208E+00
 he   2  11.127794  0.197794  0.854503  3.47933E-01  5.34921E-01  1.90389E+00
  c   6   7.555902 -0.914099 -0.257390  2.79767E-04 -1.24421E-03  1.53088E-03
  n   7   8.503213  0.633213  1.289922  2.88984E-03  1.50003E-02  1.58132E-02
  o   8   7.670059 -1.059940 -0.403232  4.84694E-04 -3.98402E-03  2.65224E-03
  f   9   2.749990 -1.710010 -1.053301  6.91853E-09 -3.91091E-07  3.78582E-08
 ne  10   7.345813 -0.624187  0.032522  2.89767E-04  1.11176E-04  1.58561E-03
 na  11   5.543217 -0.766783 -0.110075  5.20081E-06 -8.29115E-06  2.84588E-05
 mg  12   6.977258 -0.662742 -0.006033  1.49372E-04 -1.32460E-05  8.17364E-04
 al  13   6.058888 -0.411111  0.245597  2.00114E-05  4.71605E-05  1.09503E-04
 si  14   6.901240 -0.648760  0.007949  1.44892E-04  1.26660E-05  7.92851E-04
  p  15   4.828361 -0.641639  0.015069  1.35106E-06  2.36413E-07  7.39298E-06
  s  16   6.503608 -0.656392  0.000317  6.62147E-05 -5.31349E-07  3.62327E-04
 cl  17   4.584781 -0.645219  0.011489  8.82570E-07  1.15767E-07  4.82942E-06
 ar  18   5.783348 -0.656652  0.000057  1.57094E-05 -1.76318E-07  8.59616E-05
  k  19   4.428292 -0.651708  0.005001  6.78832E-07  3.93211E-08  3.71457E-06
 ca  20   5.633052 -0.656948 -0.000239  1.11500E-05 -1.65717E-07  6.10125E-05
 sc  21   2.427135 -0.622864  0.033844  7.78464E-09  3.10701E-09  4.25975E-08
 ti  22   4.254454 -0.655546  0.001163  5.56937E-07  1.47043E-09  3.04756E-06
  v  23   3.299858 -0.660142 -0.003433  6.58035E-08 -2.74591E-09  3.60077E-07
 cr  24   4.964458 -0.675542 -0.018834  3.10272E-06 -1.93977E-08  1.69781E-05
 mn  25   4.828477 -0.651523  0.005186  2.39698E-06  1.27038E-07  1.31163E-05
 fe  26   6.883291 -0.656709  0.000000  2.76434E-04 -3.32028E-06  1.51264E-03
 co  27   4.309615 -0.560385  0.096324  7.78555E-07  8.39971E-07  4.26025E-06
 ni  28   5.555741 -0.644258  0.012450  1.36660E-05  1.95315E-06  7.47806E-05
 cu  29   3.739354 -0.510646  0.146063  2.25818E-07  3.50978E-07  1.23567E-06
 zn  30   3.998702 -0.631298  0.025411  4.22333E-07  1.26527E-07  2.31101E-06
 ga  31   2.524718 -0.555282  0.101427  1.51151E-08  1.70827E-08  8.27096E-08
 ge  32   2.975675 -0.604325  0.052383  4.44801E-08  4.36358E-08  2.43395E-07
 as  33   1.685074 -0.614926  0.041783  2.34963E-09  1.15374E-09  1.28571E-08
 se  34   2.731946 -0.608054  0.048655  2.75847E-08  2.87114E-08  1.50944E-07
 br  35   1.952262 -0.587738  0.068971  4.63603E-09  3.67719E-09  2.53683E-08
 kr  36   2.687326 -0.562674  0.094035  2.64165E-08  2.83081E-08  1.44551E-07
 rb  37   1.863348 -0.496652  0.160057  4.04080E-09  6.78200E-09  2.21113E-08
 sr  38   2.283338 -0.596663  0.060046  1.08957E-08  7.87544E-09  5.96214E-08
  y  39   1.560967 -0.609033  0.047676  2.09515E-09  1.16894E-09  1.14646E-08
 zr  40   1.902039 -0.627961  0.028747  4.71480E-09  1.59934E-09  2.57994E-08
 nb  41   0.772054 -0.637946  0.018762  3.55970E-10  7.82221E-11  1.94787E-09
 mo  42   1.185850 -0.754150 -0.097441  9.53159E-10  2.66630E-10  5.21569E-09
 ru  44   0.981343 -0.778657 -0.121948  6.27019E-10  6.29790E-11  3.43105E-09
 rh  45   0.396417 -0.663583 -0.006875  1.66025E-10 -1.65247E-11  9.08487E-10
 pd  46   0.942272 -0.707728 -0.051019  6.03408E-10  5.43785E-11  3.30185E-09
 ag  47   0.539450 -0.660550 -0.003842  2.41912E-10 -1.46915E-11  1.32375E-09
 cd  48   1.022149 -0.687851 -0.031142  7.66078E-10  7.29607E-11  4.19198E-09
 in  49   0.082318 -0.677682 -0.020973  8.98761E-11 -3.27688E-12  4.91802E-10
 sn  50   1.356720 -0.713280 -0.056571  1.74793E-09  1.07527E-10  9.56467E-09
 sb  51   0.109389 -0.900611 -0.243902  1.01440E-10 -2.97762E-12  5.55080E-10
 te  52   1.059096 -1.120904 -0.464195  9.46808E-10  2.64690E-11  5.18093E-09
  i  53   0.881772 -0.668228 -0.011519  6.25983E-10 -9.97515E-11  3.42538E-09
 xe  54   1.549486 -0.690514 -0.033805  3.01331E-09  8.80132E-11  1.64888E-08
 cs  55   0.418887 -0.661113 -0.004404  2.25811E-10 -1.53364E-11  1.23564E-09
 ba  56   1.530707 -0.649293  0.007416  3.01842E-09  2.77648E-10  1.65168E-08
 la  57   0.516335 -0.653664  0.003044  2.95374E-10  9.21374E-12  1.61629E-09
 ce  58   0.924707 -0.655293  0.001416  7.62976E-10  2.26725E-11  4.17500E-09
 pr  59   0.102482 -0.657518 -0.000809  1.15540E-10 -2.57178E-12  6.32236E-10
 nd  60   0.769760 -0.680240 -0.023531  5.49744E-10  3.58535E-12  3.00820E-09
 sm  62   0.154630 -0.785370 -0.128662  1.39020E-10  1.63980E-13  7.60718E-10
 eu  63  -0.166088 -0.676088 -0.019379  6.71380E-11 -1.76104E-11  3.67379E-10
 gd  64   0.395187 -0.654813  0.001896  2.52985E-10  2.99971E-12  1.38433E-09
 tb  65  -0.350286 -0.670286 -0.013578  4.59432E-11 -8.55674E-12  2.51401E-10
 dy  66   0.474743 -0.655257  0.001452  3.13987E-10  4.55147E-12  1.71814E-09
 ho  67  -0.199683 -0.669683 -0.012975  6.74423E-11 -1.20275E-11  3.69044E-10
 er  68   0.259199 -0.660801 -0.004092  1.96745E-10  6.37090E-12  1.07659E-09
 tm  69  -0.545529 -0.665529 -0.008821  3.11532E-11 -3.87999E-12  1.70470E-10
 yb  70   0.208145 -0.711855 -0.055146  1.80970E-10  1.11752E-11  9.90269E-10
 lu  71  -0.570662 -0.660663 -0.003954  3.04515E-11 -1.89329E-12  1.66631E-10
 hf  72   0.057524 -0.652476  0.004232  1.31963E-10  6.60172E-12  7.22103E-10
 ta  73  -0.782940 -0.662940 -0.006231  1.93165E-11 -1.75011E-12  1.05700E-10
  w  74  -0.004201 -0.654201  0.002508  1.17911E-10  3.07776E-12  6.45210E-10
 re  75  -0.409414 -0.669414 -0.012706  4.69784E-11 -8.21196E-12  2.57066E-10
 os  76   0.690044 -0.659956 -0.003247  6.03446E-10 -3.14424E-11  3.30206E-09
 ir  77   0.648455 -0.671545 -0.014837  5.54066E-10 -1.12278E-10  3.03185E-09
 pt  78   0.937487 -0.682513 -0.025805  1.09398E-09  7.64335E-11  5.98627E-09
 au  79   0.137781 -0.662219 -0.005510  1.75182E-10 -1.43785E-11  9.58599E-10
 hg  80   0.492830 -0.677170 -0.020461  4.04069E-10  5.13340E-11  2.21107E-09
 tl  81   0.122019 -0.647981  0.008728  1.75299E-10  1.70157E-11  9.59235E-10
 pb  82   1.387020 -0.652980  0.003729  3.27134E-09  1.14197E-10  1.79008E-08
 bi  83  -0.004578 -0.654578  0.002131  1.33919E-10  1.97931E-12  7.32806E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.1313   0.0455   0.0040  -0.0415  -0.0002
# Initial mass = 7.000, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00, VW93
# Final mass = 1.112, Mass expelled =   5.8880
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.42400E-01 -6.52066E-01  3.78245E+00
 he   2  11.148388  0.218388  0.867940  3.59020E-01  6.40872E-01  2.11391E+00
  c   6   7.494083 -0.975917 -0.326365  2.38785E-04 -1.58009E-03  1.40597E-03
  n   7   8.391887  0.521887  1.171439  2.20078E-03  1.20835E-02  1.29582E-02
  o   8   7.635826 -1.094173 -0.444621  4.40823E-04 -4.54521E-03  2.59557E-03
